

 Females then males 
"year","month","fleet","sex","partition","Ntows","Nsamps","InputN","F12","F14","F16","F18","F20","F22","F24","F26","F28","F30","F32","F34","F36","F38","F40","F42","F44","F46","F48","F50","F52","F54","F56","F58","F60","F62","F64","F66","M12","M14","M16","M18","M20","M22","M24","M26","M28","M30","M32","M34","M36","M38","M40","M42","M44","M46","M48","M50","M52","M54","M56","M58","M60","M62","M64","M66"
2000,7,"NTWL.O",3,2,24,176,48,0,0,0,0,0,0,0,0.0112,0.0168,0.0839,0.0648,0.0392,0.0783,0.0906,0.0682,0.0518,0.0119,0.0168,0.0112,0.006,0.0112,0,0,0,0.0056,0,0,0,0,0,0,0,0,0,0,0,0.0056,0.028,0.0336,0.0839,0.0679,0.0686,0.0402,0.041,0.029,0.0116,0.0063,0.0112,0,0,0.006,0,0,0,0,0
2001,7,"NTWL.O",3,2,29,191,55,0,0,0,0,0,0,0,0.0048,0.0288,0.0348,0.0604,0.0688,0.1115,0.0499,0.0799,0.0528,0.0313,0.0419,0.0119,0.0101,0.0171,0.0052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108,0.0205,0.0445,0.0511,0.0442,0.0288,0.0477,0.0359,0.0287,0.0521,0.0107,0,0,0,0.0103,0.0055,0,0,0,0
2017,7,"NTWL.O",3,2,125,514,196,0,0,0,0,0,0,0,0,0.0113,0.0494,0.0865,0.0772,0.0996,0.0626,0.0309,0.0047,0.0175,0.0232,0.0316,0.0136,0.0069,0.0163,0.0067,0.0089,0,0.0016,0,0,0,0,0,0,0,0,0,0.0032,0.0157,0.0306,0.0559,0.1302,0.0814,0.036,0.0223,0.0168,0.0136,0.0086,0.0275,0.0016,0.0047,0.0031,0,0,0,0,0,0
2018,7,"NTWL.O",3,2,117,419,175,0,0,0,0,0,0,0,0.0026,0.0048,0.0259,0.0519,0.0926,0.1217,0.0963,0.0859,0.0278,0.0106,0.0129,0.0043,0.0088,0.0043,0,0.0022,0,0,0,0,0,0,0,0,0,0,0,0,0.0024,0.0025,0.0441,0.0391,0.0926,0.1218,0.0927,0.0263,0.011,0.0043,0,0.0108,0,0,0,0,0,0,0,0,0
2019,7,"NTWL.O",3,2,173,815,285,0,0,0,0,0,0,0,9e-04,0.0069,0.0175,0.0502,0.1007,0.1021,0.0742,0.0535,0.0343,0.0087,0.0141,0.0074,0.0089,0.0208,0.015,0.0062,0,0.001,0,0,0,0,0,0,0,0,0,0.0024,0.0047,0.0341,0.0154,0.0537,0.0894,0.1025,0.081,0.0366,0.0126,0.0082,0.0143,0.0092,0.0087,0.0018,9e-04,0.001,9e-04,0,0,0,0
2020,7,"NTWL.O",3,2,69,289,109,0,0,0,0,0,0,0,0,0.0061,0.0133,0.0343,0.0438,0.0575,0.0578,0.0534,0.0299,0.0092,0.0756,0.0746,0.0918,0.059,0.0153,0.0257,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018,0.0117,0.0291,0.0296,0.0524,0.0375,0.0372,0.0148,0.0036,0.0604,0.0182,0.0516,0.005,0,0,0,0,0,0,0
2021,7,"NTWL.O",3,2,111,296,152,0,0,0,0,0,0,0,0,0,0.0183,0.0379,0.0393,0.0518,0.0316,0.0193,0.0206,0.0131,0.1432,0.1835,0.0224,0.0593,0.0067,0.0036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0092,0.029,0.0291,0.0276,0.0502,0.0318,0.0168,0.0339,0.0206,0.0921,0.0019,0.0019,0.0018,0,0.0018,0,0,0.0018,0
2022,7,"NTWL.O",3,2,38,87,50,0,0,0,0,0,0,0,0.0192,0.0088,0.0604,0.1743,0.1317,0.0872,0.091,0.0572,0.0178,0,0,0,0.0276,0,0.0178,0.0179,0,0,0,0,0,0,0,0,0,0,0,0,0.0192,0.0192,0.0302,0.0184,0.0275,0.039,0.0265,0.0635,0.0092,0.0276,0,0.0088,0,0,0,0,0,0,0,0,0
1980,7,"NTWL.W",3,2,1,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455,0.1364,0.1364,0,0,0.0455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455,0,0,0,0.2273,0.1818,0,0.1818,0,0,0,0,0,0
2002,7,"NTWL.W",3,2,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0.25,0.25,0,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0
2004,7,"NTWL.W",3,2,3,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456,0.0912,0.0456,0,0.091,0.1363,0,0.0454,0.0454,0.0907,0.0454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454,0,0.0456,0.0456,0.0454,0.0456,0.0907,0,0,0.0454,0,0,0,0,0,0
2006,7,"NTWL.W",3,2,1,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857,0.2571,0.1429,0.0286,0.0857,0.0286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571,0.0571,0.1429,0.1143,0,0,0,0,0,0,0
2007,7,"NTWL.W",3,2,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0.1667,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0
2010,7,"NTWL.W",3,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0.3333,0,0,0,0,0,0
2013,7,"NTWL.W",3,2,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0
2017,7,"NTWL.W",3,2,9,53,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372,0,0.1609,0.1295,0.1125,0.093,0.0376,0.0391,0,0.0366,0.0376,0,0.0178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372,0.0933,0.0564,0.0746,0,0.0188,0,0.0178,0,0,0,0,0,0
2018,7,"NTWL.W",3,2,15,86,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.0059,0.0102,0.0395,0.0697,0.1412,0.0153,0.0717,0.069,0.1173,0.0101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277,0.0393,0.1166,0.0586,0.1114,0.0866,0,0.005,0,0,0,0,0,0
2019,7,"NTWL.W",3,2,24,144,44,0,0,0,0,0,0,0,0,0,0,0.0067,0,0.0067,0,0.0143,0.0356,0.0856,0.1042,0.091,0.0768,0.1176,0.0695,0.077,0.0134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0071,0,0.0416,0.0071,0.0345,0.0548,0.1226,0.0271,0,0,0.0071,0,0,0,0,0
2020,7,"NTWL.W",3,2,14,119,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065,0.004,0.0727,0.0744,0.0719,0.0627,0.1899,0.0922,0.0919,0.0445,0.0022,0,0.0094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136,0.002,0.0648,0.0326,0.0543,0.092,0,0.0185,0,0,0,0,0,0,0
2021,7,"NTWL.W",3,2,30,199,57,0,0,0,0,0,0,0,0,0,0,0,0,0.0038,0.0267,0.0531,0.0333,0.0782,0.0731,0.076,0.0482,0.0756,0.084,0.0297,0.0112,0,0,0,0.0037,0,0,0,0,0,0,0,0,0,0,0,0.0074,0,0.0074,0.0118,0.0037,0.0165,0.0835,0.0711,0.1499,0.0372,0.0113,0.0037,0,0,0,0,0
2022,7,"NTWL.W",3,2,17,98,31,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.0436,0.014,0.0662,0.0467,0.1288,0.0586,0.0589,0.1163,0.0647,0.0357,0.0506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0.036,0.007,0.0291,0.0291,0.0221,0.0652,0.0913,0.014,0,0,0,0,0,0,0
1977,7,"TWL.C",3,2,25,64,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.0115,0.0165,0.0165,0.0604,0.0801,0.014,0.0555,0,0.0165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165,0.0165,0.0826,0.1132,0.2487,0.077,0.1082,0,0.0165,0.0165,0,0,0,0,0
1978,7,"TWL.C",3,2,71,384,124,0,0,0,0,0,0,0,0,0,0,0,0.0044,0.0037,0.0111,0.0074,0.0037,0.0154,0.0303,0.0433,0.0683,0.0771,0.0336,0.0681,0.0209,0.0204,0.0035,9e-04,0,0,0,0,0,0,0,0,0,0,0,0.0037,0,0,0.0163,0.0063,0.0147,0.0292,0.0819,0.1212,0.1655,0.0789,0.0373,0.0176,0.0152,0,0,0,0
1979,7,"TWL.C",3,2,32,170,55,0,0,0,0,0,0,0,0,0,0,0,0,0.0092,0.0053,0.0092,0.0184,0.0144,0.0092,0.0187,0.0351,0.0582,0.0225,0.0662,0.0198,0.0105,0.0013,0,0.0074,0,0,0,0,0,0,0,0,0,0,0,0,6e-04,0.0328,0.0227,0.0972,0.0433,0.107,0.0908,0.1203,0.108,0.0437,0.0098,0.0092,0,0,0,0.0092
1980,7,"TWL.C",3,2,97,293,137,0,0,0,0,0,0,0,0,0,0,0.005,0.024,0.0197,0.0425,0.0255,0.0219,0.0177,0.0474,0.0624,0.0461,0.0393,0.0285,0.0165,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047,0,0.037,0.0146,0.0279,0.0535,0.0465,0.084,0.1123,0.1013,0.0978,0.0087,0,0.01,0,0,0,0,0
1981,7,"TWL.C",3,2,60,192,86,0,0,0,0,0,0,0,0,0,0.0077,0,0.0108,0.0077,0.001,0.062,0.0354,0.0531,0.0669,0.0413,0.0769,0.0699,0.0481,0.0209,0.0188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108,0.0153,0.0286,0.0666,0.0642,0.061,0.1295,0.0692,0.0145,0.0197,0,0,0,0,0,0,0
1982,7,"TWL.C",3,2,90,437,150,0,0,0,0,0,0,0,0,0,0,0.0043,0.003,0.0326,0.0126,0.0186,0.0478,0.0637,0.0526,0.0575,0.0602,0.0361,0.0364,0.0071,0.0015,0.0036,0,0,0,0,0,0,0,0,0,0,0,0,0.0026,0.0075,0.0157,0.0243,0.0414,0.0338,0.0636,0.0891,0.0955,0.0883,0.0766,0.0169,0.0036,0,0.0036,0,0,0,0
1983,7,"TWL.C",3,2,125,421,183,0,0,0,0,0,0,0,0,0,0.0032,0.0179,0.0043,0.0193,0.0283,0.0577,0.0403,0.0421,0.0358,0.036,0.0398,0.0479,0.0257,0.0186,0.0064,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04,0.0164,0.0175,0.0624,0.0392,0.0404,0.0628,0.0773,0.076,0.1022,0.0539,0.0137,0.0064,0.0046,0.0032,0,0,0,0
1984,7,"TWL.C",3,2,82,373,133,0,0,0,0,0,0,0,0.0011,0.0059,0.006,0.0144,0.0311,0.0439,0.0199,0.0395,0.0334,0.0395,0.0664,0.0393,0.052,0.0336,0.028,0.0246,0.0144,0,0,0,0,0,0,0,0,0,0,6e-04,6e-04,0.003,0.0097,0.0147,0.0093,0.0339,0.0379,0.0469,0.036,0.0744,0.0904,0.0653,0.0339,0.0355,0.0103,0.0046,0,0,0,0,0
1985,7,"TWL.C",3,2,93,446,155,0,0,0,0,0,0,0,0,0,0.0088,0.0128,0.0089,0.0475,0.0416,0.0562,0.0569,0.0517,0.0151,0.0338,0.0356,0.0151,0.0356,0.0235,0.0088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0088,0.0157,0.0186,0.0396,0.053,0.058,0.0934,0.0868,0.0538,0.0352,0.0614,0.0146,0.0092,0,0,0,0,0,0
1986,7,"TWL.C",3,2,56,393,110,0,0,0,0,0,0,0,0,0,0.0079,0,0.0081,0.0214,0.0575,0.0651,0.0542,0.0475,0.0553,0.0335,0.0423,0.0283,0.0079,0.0123,4e-04,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0.0041,1e-04,0.0016,0.0207,0.0527,0.1083,0.1129,0.0927,0.0727,0.0657,0.0167,0.0026,0.0034,0,0,0,0,0,0
1987,7,"TWL.C",3,2,60,305,102,0,0,0,0,0,0,0,0,0,0,0.0154,0.0216,0.0578,0.0257,0.033,0.0753,0.0485,0.0551,0.0536,0.0352,0.0143,0.0071,0.006,0.006,0.0039,0,0,0,0,0,0,0,0,0,0,0,0.0039,0,0.0116,0.0719,0.041,0.0599,0.0643,0.066,0.1089,0.0436,0.0525,0.0141,0.004,0,0,0,0,0,0,0
1988,7,"TWL.C",3,2,52,272,90,0,0,0,0,0,0,0,0.0039,0.0039,0.0118,0.0275,0.0432,0.0311,0.0526,0.0554,0.0452,0.0197,0.0292,0.0496,0.0129,0.0331,0.0079,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.0079,0.0157,0.0246,0.0667,0.078,0.0761,0.0856,0.084,0.0447,0.065,0.0196,0.0039,0,0,0,0,0,0,0
1989,7,"TWL.C",3,2,45,247,79,0,0,0,0,0,0,0,0,0,0.0141,0.0245,0.0101,0.0406,0.0438,0.0713,0.0288,0.0336,0.0307,0.024,0.0163,0.0259,0.0192,0.0096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144,0.0403,0.0391,0.0604,0.0762,0.0789,0.0656,0.08,0.0857,0.0471,0.0115,0.0064,0.0016,0,0,0,0,0,0
1990,7,"TWL.C",3,2,44,318,88,0,0,0,0,0,0,0,0,0,0.0034,0.0068,0.0203,0.027,0.0317,0.0608,0.0499,0.0404,0.0332,0.0419,0.0486,0.0436,0,0.0074,0.0034,0.0034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237,0.0372,0.0541,0.0732,0.0607,0.0607,0.1111,0.0862,0.0444,0.0237,0.0034,0,0,0,0,0,0,0
1991,7,"TWL.C",3,2,30,171,54,0,0,0,0,0,0,0,0,0,0,0.017,0.0391,0.0718,0.0744,0.0613,0.0312,0.046,0.0278,0.0364,0.0258,0.0239,0.0245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0062,0.0157,0.0249,0.0396,0.061,0.0753,0.0595,0.0768,0.0752,0.0551,0.0172,0.0062,0.004,0.004,0,0,0,0,0,0
1992,7,"TWL.C",3,2,20,186,46,0,0,0,0,0,0,0,0,0,0.0022,0,0.0352,0.0311,0.0683,0.0734,0.0355,0.0584,0.0174,0.0387,0.0187,0.0162,0.0115,0,0.0059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355,0.0544,0.062,0.0826,0.1062,0.0827,0.084,0.022,0.0317,0.02,0.0059,0,0,0,0,0,0,0
1993,7,"TWL.C",3,2,13,42,19,0,0,0,0,0,0,0,0,0,0,0,0.0238,0.0238,0.0476,0,0.0476,0.0952,0.0476,0.0238,0.0238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238,0,0.0714,0.0238,0.0476,0.0714,0.1667,0.0952,0.1429,0.0238,0,0,0,0,0,0,0,0,0,0
1994,7,"TWL.C",3,2,10,87,22,0,0,0,0,0,0,0,0,0,0,0.0351,0.0175,0.0351,0.0526,0.0394,0.0441,0.1514,0.0433,0.0047,0.0217,0.0175,0.0175,0.0166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351,0.0351,0.0175,0.1137,0.0788,0.0655,0.079,0.046,0.0327,0,0,0,0,0,0,0,0,0
1995,7,"TWL.C",3,2,11,213,40,0,0,0,0,0,0,0,0,0,0.0022,0.0198,0.0734,0.0488,0.0848,0.0614,0.022,0.0389,0.0466,0.0208,0.0146,0.0077,0.0025,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0089,0.0276,0.0748,0.1066,0.0706,0.0759,0.0522,0.0622,0.0393,0.0049,0.0311,0,0,0,0,0,0,0,0
