"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25","Age26","Age27","Age28","Age29","Age30","Age31","Age32","Age33","Age34","Age35","Age36","Age37","Age38","Age39","Age40"
1907,1716.31,1593.68,1479.69,1373.74,1275.28,1183.79,1098.78,1019.81,946.455,878.326,815.057,756.308,701.763,651.127,604.121,560.488,525.02,486.79,451.342,418.473,387.995,359.735,333.531,309.236,286.712,265.829,246.469,228.52,211.88,196.452,182.148,168.885,156.589,145.188,134.617,124.816,115.729,107.303,99.4907,92.2471,1174.78
1908,1713.67,1591.35,1477.65,1371.96,1273.73,1182.43,1097.6,1018.78,945.557,877.54,814.369,755.705,701.233,650.658,603.709,560.126,519.669,486.784,451.338,418.472,387.997,359.738,333.536,309.241,286.715,265.831,246.469,228.519,211.878,196.449,182.144,168.882,156.586,145.185,134.614,124.813,115.726,107.3,99.4883,92.2449,1174.75
1909,1710.88,1588.9,1475.49,1370.07,1272.07,1180.99,1096.34,1017.69,944.602,876.706,813.64,755.066,700.672,650.165,603.273,559.742,519.332,481.822,451.332,418.467,387.995,359.739,333.539,309.244,286.718,265.833,246.47,228.519,211.876,196.446,182.141,168.879,156.582,145.182,134.611,124.81,115.723,107.298,99.4857,92.2425,1174.72
1910,1707.93,1586.31,1473.22,1368.07,1270.32,1179.46,1095,1016.52,943.586,875.82,812.865,754.389,700.078,649.644,602.815,559.336,518.976,481.509,446.73,418.46,387.989,359.736,333.538,309.246,286.721,265.836,246.472,228.519,211.875,196.445,182.139,168.876,156.579,145.178,134.608,124.807,115.72,107.295,99.4829,92.2399,1174.69
1911,1704.82,1583.58,1470.82,1365.96,1268.47,1177.83,1093.58,1015.28,942.503,874.877,812.043,753.67,699.449,649.093,602.33,558.91,518.598,481.177,446.439,414.193,387.982,359.73,333.535,309.245,286.722,265.838,246.474,228.52,211.875,196.443,182.137,168.873,156.576,145.175,134.604,124.803,115.717,107.292,99.48,92.2371,1174.65
1912,1701.51,1580.69,1468.29,1363.74,1266.51,1176.11,1092.08,1013.96,941.352,873.873,811.168,752.906,698.782,648.508,601.818,558.46,518.202,480.826,446.13,413.922,384.025,359.723,333.529,309.241,286.721,265.838,246.475,228.522,211.876,196.443,182.135,168.87,156.573,145.171,134.6,124.8,115.713,107.288,99.4768,92.2341,1174.61
1913,1698,1577.63,1465.61,1361.39,1264.45,1174.3,1090.48,1012.56,940.128,872.804,810.236,752.094,698.072,647.888,601.274,557.984,517.784,480.458,445.803,413.635,383.772,356.053,333.521,309.235,286.716,265.836,246.475,228.522,211.876,196.443,182.134,168.868,156.57,145.168,134.597,124.796,115.71,107.285,99.4734,92.231,1174.57
1914,1694.28,1574.37,1462.77,1358.91,1262.27,1172.39,1088.8,1011.08,938.832,871.669,809.244,751.228,697.318,647.229,600.698,557.479,517.341,480.069,445.461,413.331,383.505,355.818,330.118,309.227,286.71,265.832,246.472,228.521,211.876,196.443,182.134,168.867,156.568,145.165,134.594,124.793,115.706,107.281,99.47,92.2277,1174.52
1915,1690.35,1570.92,1459.75,1356.27,1259.97,1170.37,1087.03,1009.52,937.462,870.467,808.191,750.308,696.515,646.528,600.086,556.944,516.872,479.657,445.099,413.013,383.223,355.569,329.899,306.071,286.702,265.825,246.468,228.519,211.875,196.443,182.133,168.866,156.566,145.163,134.591,124.789,115.702,107.278,99.4664,92.2242,1174.48
1916,1686.21,1567.28,1456.55,1353.47,1257.53,1168.23,1085.16,1007.88,936.015,869.196,807.075,749.33,695.66,645.782,599.435,556.375,516.374,479.221,444.717,412.676,382.927,355.307,329.668,305.867,283.775,265.817,246.461,228.514,211.872,196.441,182.133,168.866,156.565,145.161,134.588,124.787,115.699,107.274,99.4628,92.2207,1174.43
1917,1681.79,1563.45,1453.17,1350.49,1254.8,1165.52,1082.36,1005.13,933.46,866.881,805.022,747.539,694.113,644.455,598.298,555.402,515.539,478.502,444.096,412.138,382.459,354.898,329.308,305.552,283.498,263.025,246.383,228.445,211.811,196.388,182.086,168.824,156.527,145.126,134.556,124.756,115.67,107.247,99.4378,92.1974,1174.13
1918,1677.08,1559.35,1449.62,1347.35,1251.95,1162.71,1079.33,1001.92,930.294,863.929,802.355,745.187,692.074,642.705,596.805,554.13,514.456,477.577,443.303,411.455,381.868,354.386,328.861,305.159,283.153,262.722,243.754,228.336,211.715,196.302,182.01,168.756,156.467,145.071,134.505,124.709,115.627,107.207,99.4,92.1623,1173.68
1919,1672.1,1554.98,1445.82,1344.05,1249.04,1160.05,1076.69,999.065,927.256,860.933,799.562,742.665,689.85,640.777,595.151,552.719,513.254,476.553,442.428,410.706,381.223,353.828,328.377,304.737,282.782,262.396,243.468,225.895,211.609,196.208,181.926,168.682,156.401,145.012,134.451,124.66,115.581,107.164,99.3605,92.1255,1173.21
1920,1666.86,1550.36,1441.77,1340.54,1246.07,1157.66,1074.79,997.294,925.284,858.741,797.333,740.541,687.899,639.035,593.627,551.402,512.125,475.588,441.604,410,380.617,353.306,327.926,304.345,282.441,262.096,243.205,225.664,209.378,196.139,181.865,168.628,156.353,144.97,134.414,124.626,115.55,107.135,99.3335,92.1002,1172.88
1921,1661.29,1545.5,1437.48,1336.78,1242.8,1154.88,1072.51,995.456,923.57,856.849,795.246,738.429,685.893,637.196,591.987,549.969,510.887,474.527,440.697,409.226,379.954,352.737,327.435,303.921,282.072,261.775,242.923,225.417,209.161,194.068,181.798,168.569,156.301,144.924,134.373,124.589,115.517,107.105,99.3053,92.0739,1172.54
1922,1655.41,1540.34,1432.98,1332.81,1239.34,1151.89,1070.02,993.465,921.999,855.393,793.618,736.608,684.034,635.421,590.354,548.508,509.608,473.421,439.749,408.415,379.262,352.144,326.927,303.483,281.693,261.446,242.637,225.165,208.94,193.874,179.885,168.513,156.252,144.881,134.335,124.556,115.487,107.078,99.2805,92.0509,1172.24
1923,1649.22,1534.89,1428.19,1328.64,1235.66,1148.71,1067.31,991.228,920.225,854.007,792.333,735.156,682.395,633.739,588.743,547.023,508.278,472.256,438.741,407.55,378.522,351.512,326.386,303.019,281.294,261.101,242.337,224.904,208.711,193.674,179.709,166.743,156.203,144.837,134.297,124.523,115.458,107.052,99.2571,92.0294,1171.95
1924,1642.71,1529.15,1423.14,1324.2,1231.77,1145.22,1064.21,988.534,917.968,852.19,790.894,733.831,680.937,632.126,587.106,545.465,506.848,470.978,437.622,406.583,377.692,350.802,325.779,302.499,280.847,260.716,242.004,224.615,208.459,193.452,179.515,166.573,154.555,144.786,134.252,124.483,115.423,107.021,99.2291,92.004,1171.62
1925,1635.92,1523.11,1417.81,1319.51,1227.62,1141.51,1060.81,985.483,915.325,849.993,789.142,732.455,679.685,630.762,585.606,543.947,505.405,469.654,436.44,405.548,376.798,350.035,325.123,301.938,280.367,260.304,241.648,224.307,208.192,193.219,179.31,166.393,154.397,143.259,134.204,124.44,115.385,106.988,99.2002,91.9781,1171.29
1926,1628.83,1516.81,1412.22,1314.57,1223.24,1137.54,1057.15,982.07,912.251,847.335,786.935,730.695,678.302,629.518,584.275,542.503,503.955,468.281,435.184,404.428,375.819,349.189,324.396,301.316,279.835,259.848,241.256,223.969,207.899,192.964,179.087,166.197,154.226,143.108,132.785,124.392,115.343,106.95,99.1667,91.9484,1170.93
1927,1621.48,1510.24,1406.38,1309.38,1218.62,1133.35,1053.23,978.357,908.736,844.124,784.123,728.333,676.392,627.995,582.917,541.097,502.471,466.814,433.807,403.174,374.704,348.215,323.554,300.593,279.215,259.316,240.799,223.575,207.558,192.668,178.829,165.971,154.026,142.932,132.629,123.062,115.285,106.898,99.1206,91.9073,1170.44
1928,1613.97,1503.43,1400.29,1303.97,1213.85,1129.23,1049.62,975.037,905.575,841.095,781.325,725.862,674.304,626.3,581.563,539.882,501.201,465.466,432.469,401.916,373.557,347.194,322.662,299.822,278.552,258.748,240.313,223.157,207.197,192.356,178.558,165.735,153.819,142.75,132.469,122.921,114.055,106.847,99.0748,91.8665,1169.97
1929,1606.37,1496.46,1393.97,1298.31,1208.77,1124.71,1045.75,971.693,902.516,838.18,778.523,723.265,672.001,624.347,579.97,538.603,500.051,464.266,431.197,400.655,372.371,346.113,321.7,298.98,277.823,258.121,239.774,222.695,206.8,192.012,178.261,165.476,153.593,142.551,132.293,122.766,113.918,105.702,99.0224,91.8194,1169.43
1930,1598.72,1489.42,1387.51,1292.45,1203.49,1119.97,1041.64,968.222,899.466,835.312,775.725,720.533,669.441,622.055,578.007,536.984,498.736,463.083,429.981,399.385,371.121,344.941,320.632,298.029,276.99,257.397,239.149,222.156,206.335,191.611,177.912,165.172,153.327,142.318,132.088,122.584,113.757,105.558,97.9454,91.7564,1168.72
1931,1591.09,1482.33,1380.98,1286.45,1197.98,1114.86,1036.92,964.065,895.948,832.254,772.899,717.821,666.828,619.627,575.846,535.139,497.218,461.852,428.876,398.252,369.939,343.779,319.544,297.038,276.108,256.624,238.478,221.577,205.836,191.18,177.54,164.849,153.046,142.072,131.872,122.394,113.588,105.409,97.8125,90.7586,1167.99
1932,1583.49,1475.25,1374.4,1280.39,1192.35,1109.61,1032.04,959.526,891.905,828.779,769.844,714.991,664.123,617.036,573.45,533.012,495.404,460.358,427.663,397.167,368.838,342.641,318.431,295.998,275.162,255.783,237.742,220.937,205.283,190.704,177.128,164.493,152.737,141.803,131.636,122.186,113.405,105.246,97.6684,90.6304,1166.34
1933,1575.83,1468.21,1367.84,1274.29,1186.69,1104.35,1027.23,955.179,887.99,825.396,767.016,712.545,661.859,614.855,571.337,531.044,493.653,458.868,426.444,396.187,367.959,341.732,317.475,295.055,274.278,254.978,237.026,220.312,204.743,190.24,176.731,164.152,152.444,141.55,131.417,121.996,113.239,105.101,97.5402,90.5175,1164.95
1934,1567.82,1461.1,1361.31,1268.21,1181.04,1099.21,1022.65,951.098,884.286,822.015,764.052,710.036,659.661,612.794,569.332,529.092,491.827,457.24,425.055,395.049,367.042,340.909,316.624,294.161,273.396,254.152,236.274,219.643,204.159,189.734,176.296,163.779,152.124,141.274,131.18,121.79,113.06,104.944,97.403,90.3963,1163.52
1935,1559.04,1453.67,1354.73,1262.15,1175.31,1093.76,1017.63,946.629,880.35,818.497,760.884,707.286,657.349,610.779,567.448,527.259,490.041,455.568,423.564,393.778,366.001,340.071,315.872,293.382,272.576,253.341,235.514,218.952,203.544,189.197,175.831,163.379,151.781,140.98,130.927,121.572,112.871,104.78,97.2597,90.2707,1162.11
1936,1548.98,1445.53,1347.83,1256.03,1169.58,1088.18,1012.21,941.588,875.854,814.54,757.359,704.126,654.613,608.48,565.45,525.404,488.252,453.837,421.951,392.34,364.775,339.065,315.059,292.653,271.825,252.556,234.741,218.227,202.884,188.61,175.318,162.935,151.398,140.652,130.644,121.329,112.66,104.597,97.1003,90.1313,1160.6
1937,1537.35,1436.2,1340.29,1249.63,1163.85,1082.76,1006.98,936.602,871.317,810.574,753.918,701.08,651.884,606.116,563.463,523.669,486.626,452.252,420.404,390.89,363.478,337.956,314.147,291.915,271.162,251.87,234.02,217.516,202.217,188.002,174.777,162.461,150.987,140.297,130.34,121.066,112.434,104.402,96.9302,89.9829,1159.06
1938,1524.26,1425.42,1331.64,1242.63,1157.83,1077.32,1001.9,931.741,866.664,806.304,750.148,697.781,648.944,603.471,561.163,521.727,484.928,450.666,418.865,389.394,362.079,336.705,313.076,291.031,270.444,251.224,233.356,216.822,201.534,187.362,174.194,161.942,150.532,139.902,129.998,120.771,112.18,104.182,96.739,89.8162,1157.38
1939,1510.4,1413.28,1321.64,1234.61,1151.35,1071.76,996.875,927.042,862.161,801.993,746.194,694.292,645.893,600.755,558.72,519.604,483.136,449.099,417.401,387.975,360.699,335.414,311.922,290.044,269.629,250.562,232.761,216.21,200.895,186.733,173.604,161.404,150.053,139.482,129.633,120.456,111.908,103.947,96.5364,89.6404,1155.69
1940,1496.14,1400.44,1310.39,1225.35,1144.01,1065.95,991.911,922.485,857.807,797.731,742.054,690.458,642.49,597.768,556.061,517.216,481.063,447.35,415.875,386.556,359.331,334.091,310.689,288.943,268.687,249.785,232.128,215.642,200.313,186.127,173.009,160.847,149.546,139.03,129.237,120.112,111.61,103.69,96.3146,89.4484,1153.9
1941,1482.95,1387.21,1298.48,1214.89,1135.16,1058.61,986.021,917.437,853.083,793.017,737.21,685.566,637.806,593.481,552.204,513.732,477.909,444.568,413.472,384.434,357.377,332.246,308.94,287.327,267.238,248.521,231.052,214.731,199.49,185.317,172.2,160.068,148.82,138.367,128.64,119.581,111.14,103.274,95.947,89.123,1150.54
1942,1471.46,1374.98,1286.22,1203.85,1125.52,1050.51,979.28,911.972,848.294,788.393,732.464,680.606,632.757,588.62,547.727,509.683,474.24,441.241,410.525,381.871,355.106,330.159,306.981,285.48,265.534,246.991,229.71,213.578,198.503,184.424,171.329,159.208,147.997,137.601,127.939,118.948,110.573,102.77,95.4985,88.724,1146.37
1943,1461.5,1364.33,1274.87,1192.52,1115.71,1042.46,972.673,906.344,843.303,783.328,726.884,674.441,626.155,581.878,541.212,503.633,468.723,436.221,405.967,377.802,351.52,326.96,304.058,282.768,263.011,244.674,227.62,211.721,196.874,182.996,170.031,157.97,146.803,136.474,126.894,117.989,109.701,101.981,94.7866,88.0821,1139.24
1944,1451.62,1355.09,1265,1182.01,1105.22,1033.36,964.917,898.857,834.56,772.332,713.221,658.627,609.157,564.598,524.36,487.752,454.105,422.93,393.931,366.93,341.768,318.254,296.243,275.683,256.541,238.749,222.214,206.816,192.444,179.01,166.44,154.688,143.748,133.613,124.233,115.53,107.437,99.9014,92.8802,86.3355,1118.1
1945,1445.38,1345.93,1256.43,1172.85,1095.45,1023.4,955.617,889.573,823.56,757.91,694.918,636.944,585.385,540.145,500.306,464.831,432.812,403.494,376.352,351.081,327.5,305.467,284.816,265.426,247.263,230.308,214.511,199.799,186.073,173.239,161.224,149.967,139.43,129.611,120.507,112.075,104.246,96.9611,90.1754,83.8497,1087.66
1946,1437.29,1340.15,1247.94,1164.88,1086.61,1013.21,943.763,875.207,803.802,730.09,658.681,594.393,539.334,493.251,454.546,421.416,392.411,366.453,342.739,320.742,300.165,280.849,262.681,245.537,229.336,214.07,199.743,186.333,173.791,162.045,151.027,140.681,130.963,121.846,113.335,105.43,98.0979,91.282,84.9332,79.0135,1027.17
1947,1436.02,1332.65,1242.58,1156.97,1078.83,1004.23,933.907,865.602,795.535,721.664,647.291,578.232,518.618,469.261,428.947,395.639,367.42,342.849,320.893,300.809,282.116,264.554,247.99,232.336,217.498,203.417,190.098,177.559,165.787,154.75,144.391,134.654,125.495,116.88,108.787,101.223,94.1914,87.6641,81.5919,75.9324,989.374
1948,1441.97,1331.47,1235.63,1152.04,1071.95,998.449,928.4,861.293,794.33,724.803,652.558,581.76,517.69,463.445,419.133,383.263,353.806,328.941,307.326,288.011,270.318,253.814,238.267,223.564,209.634,196.396,183.807,171.875,160.622,150.043,140.11,130.777,121.995,113.728,105.946,98.63,91.7884,85.4256,79.5165,74.0175,966.652
1949,1453.34,1336.99,1234.53,1145.52,1066.61,990.364,921.112,854.5,789.17,723.103,655.34,586.823,521.386,463.235,414.568,375.103,343.313,317.288,295.355,276.291,259.237,243.585,228.949,215.124,202.018,189.569,177.714,166.417,155.693,145.563,136.028,127.066,118.636,110.698,103.22,96.175,89.5491,83.3496,77.5818,72.2234,945.446
1950,1470.94,1347.53,1239.64,1144.48,1060.26,984.923,913.457,847.934,783.305,718.856,654.242,589.7,526.223,466.773,414.555,371.151,336.105,307.957,284.953,265.577,248.727,233.632,219.748,206.733,194.41,182.698,171.551,160.914,150.76,141.106,131.975,123.371,115.276,107.656,100.475,93.7054,87.3248,81.3204,75.7003,70.4697,924.595
1951,1494.54,1363.85,1249.42,1149.18,1058.9,978.269,907.701,840.347,776.919,713.238,650.147,588.457,528.55,470.864,417.502,370.94,332.384,301.329,276.426,256.09,238.961,224.048,210.667,198.331,186.739,175.737,165.258,155.264,145.71,136.576,127.88,119.645,111.878,104.565,97.6742,91.177,85.0482,79.2689,73.828,68.7335,903.704
1952,1524.88,1385.73,1264.55,1158.2,1062.79,975.977,900.245,833.484,768.262,705.807,643.756,583.836,526.819,472.57,420.957,373.496,332.199,298.05,270.568,248.54,230.549,215.382,202.158,190.267,179.28,168.93,159.084,149.685,140.705,132.107,123.874,116.026,108.587,101.564,94.9462,88.7072,82.8207,77.2651,72.024,67.0881,883.875
1953,1562.79,1413.86,1284.84,1172.26,1071.47,980.314,899.056,827.704,763.201,699.221,638.276,579.19,523.616,471.799,423.116,377.096,334.891,298.204,267.881,243.482,223.924,207.946,194.462,182.69,172.084,162.264,152.994,144.157,135.707,127.621,119.867,112.434,105.341,98.6117,92.2539,86.259,80.6041,75.2662,70.2262,65.4698,864.625
1954,1611.2,1449.01,1310.92,1191.1,1084.85,989.11,903.966,827.67,759.327,696.572,634.768,576.988,522.213,471.557,424.826,381.166,339.983,302.23,269.405,242.266,220.421,202.906,188.589,176.497,165.926,156.389,147.543,139.18,131.195,123.55,116.224,109.193,102.446,96.0031,89.8871,84.1052,78.6508,73.5035,68.6431,64.0524,848.493
1955,1672.98,1493.89,1343.51,1215.22,1101.69,1000.2,910.708,830.851,757.757,690.981,629.714,570.773,517.064,467.233,421.769,380.138,341.372,304.83,271.312,242.145,218.012,198.577,182.985,170.232,159.449,150.01,141.48,133.555,126.048,118.87,111.986,105.381,99.0353,92.94,87.1145,81.5808,76.3462,71.4056,66.7411,62.3349,828.883
1956,1758.5,1551.17,1385.13,1245.39,1123.53,1014.88,920.27,836.66,760.441,689.4,624.534,566.109,511.378,462.514,417.795,377.306,340.365,305.999,273.58,243.801,217.853,196.363,179.043,165.14,153.759,144.127,135.684,128.043,120.932,114.186,107.725,101.521,95.5622,89.8307,84.321,79.0514,74.0425,69.3021,64.8257,60.598,809.383
1957,1881.69,1630.47,1438.24,1283.93,1151.04,1034.19,932.818,844.081,763.414,688.134,618.17,555.802,501.378,451.841,408.419,369.106,333.705,301.47,271.467,243.105,216.989,194.186,175.272,160.013,147.754,137.709,129.197,121.724,114.948,108.629,102.623,96.8608,91.3193,85.9895,80.8569,75.9178,71.1899,66.6927,62.4339,58.4102,784.138
1958,2074.6,1744.69,1511.76,1333.18,1186.9,1059.98,950.944,855.695,769.932,690.229,616.204,549.201,491.304,442.111,398.181,360.098,325.816,295.015,266.966,240.81,216.011,193.108,173.064,156.412,142.962,132.147,123.277,115.751,109.134,103.123,97.5077,92.1606,87.0221,82.0734,77.3079,72.7136,68.2885,64.0493,60.0142,56.1908,758.557
1959,2399.54,1923.56,1617.67,1401.09,1229.94,1088.07,969.958,868.973,779.068,696.661,620.261,550.646,489.074,436.853,393.052,354.24,320.732,290.605,263.528,238.83,215.739,193.779,173.445,155.612,140.777,128.784,119.132,111.211,104.483,98.5605,93.1741,88.1354,83.3309,78.7083,74.2517,69.9563,65.812,61.8176,57.9888,54.3426,737.957
1960,2480.53,2224.84,1783.51,1499.38,1293.94,1130.18,998.27,888.411,792.48,705.459,625.883,553.642,489.487,433.913,387.426,348.771,314.675,285.303,258.895,235.13,213.408,193.042,173.613,155.573,139.722,126.517,115.832,107.228,100.16,94.1524,88.858,84.037,79.5215,75.2105,71.058,67.0509,63.1854,59.4531,55.8536,52.4015,716.174
1961,2774.56,2299.93,2062.86,1653.23,1385.99,1191.44,1039.16,915.897,810.811,717.196,632.541,556.904,490.202,432.354,383.02,342.14,308.341,278.6,253.002,229.961,209.187,190.149,172.241,155.101,139.143,125.092,113.371,103.877,96.2275,89.9394,84.5896,79.87,75.5672,71.5321,67.6751,63.9559,60.3634,56.8951,53.5439,50.31,692.522
1962,2399.17,2572.56,2132.48,1912.33,1529.69,1278.99,1098.15,955.628,837.757,735.438,644.575,564.194,494.296,434.027,382.531,339.002,303.119,273.54,247.526,225.131,204.938,186.69,169.922,154.104,138.918,124.744,112.242,101.801,93.3384,86.5145,80.902,76.1234,71.9039,68.0532,64.4383,60.9794,57.6411,54.414,51.2962,48.282,670.042
1963,1890.23,2224.5,2385.26,1976.81,1768.82,1410.45,1177.62,1008.36,871.791,756.485,656.67,570.203,496.087,433.306,380.122,335.154,297.363,266.314,240.761,218.272,198.886,181.36,165.476,150.833,136.971,123.617,111.119,100.074,90.8374,83.3445,77.2988,72.323,68.0832,64.3358,60.9123,57.6947,54.6127,51.6352,48.7544,45.9693,643.976
1964,1606.64,1752.61,2062.54,2211.14,1828.46,1630.97,1298.92,1082.51,922.985,792.729,682.968,589.395,509.89,442.828,386.628,339.319,299.451,265.999,238.533,215.929,196.008,178.813,163.234,149.085,136.013,123.61,111.637,100.412,90.4796,82.1677,75.4211,69.9754,65.4917,61.6693,58.2889,55.1988,52.2925,49.507,46.8144,44.2079,625.766
1965,1541.31,1489.67,1625.01,1912.03,2045.93,1687.32,1503.29,1194.6,990.309,837.379,712.661,609.359,523.299,451.598,391.915,342.292,300.699,265.719,236.387,212.303,192.472,174.963,159.822,146.072,133.553,121.959,110.932,100.261,90.2386,81.3594,73.9225,67.8827,63.0056,58.9883,55.5618,52.5296,49.7558,47.1453,44.6415,42.2198,604.41
1966,1708.49,1429.1,1381.21,1506.32,1767.63,1884.31,1551.82,1379.51,1090.29,896.031,750.43,633.614,539,461.705,398.16,345.686,302.245,265.905,235.355,209.723,188.662,171.303,155.939,142.629,130.508,119.446,109.176,99.384,89.8878,80.9523,73.0264,66.3827,60.9842,56.6232,53.0295,49.9629,47.2476,44.7621,42.4213,40.1748,582.127
1967,2223.56,1584.11,1325.05,1280.31,1392.35,1627.34,1730.73,1416.94,1241.92,960.235,770.393,632.449,527.067,445.367,380.654,328.457,285.809,250.688,221.351,196.663,175.899,158.795,144.656,132.077,121.128,111.1,101.9,93.3136,85.0848,77.0666,69.494,62.7597,57.1055,52.5061,48.7875,45.7207,43.101,40.7787,38.6501,36.6427,537.96
