

 Females then males 
"year","month","fleet","sex","partition","ageErr","LbinLo","LbinHi","Ntows","Nsamps","InputN","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","M11","M12","M13","M14","M15","M16","M17","M18","M19","M20","M21","M22","M23","M24","M25","M26","M27","M28","M29","M30","M31","M32","M33","M34","M35"
2017,7,"TWL.W",2,0,2,-1,-1,56,429,115,0,0,0,6e-04,0.0261,0.0223,0.0445,0.0739,0.1019,0.0564,0.0689,0.0847,0.08,0.0749,0.0439,0.0368,0.0569,0.0306,0.016,0.0105,0.0101,0.013,0.0312,0.0471,0.0076,0.0062,0.0048,0.0044,0.0031,0.0143,0,0.003,0,3e-04,0.0258,0,0,0,6e-04,0.0261,0.0223,0.0445,0.0739,0.1019,0.0564,0.0689,0.0847,0.08,0.0749,0.0439,0.0368,0.0569,0.0306,0.016,0.0105,0.0101,0.013,0.0312,0.0471,0.0076,0.0062,0.0048,0.0044,0.0031,0.0143,0,0.003,0,3e-04,0.0258
2018,7,"TWL.W",2,0,2,-1,-1,18,321,62,0,0,0,0,0.0056,0.0214,0.0475,0.0254,0.0706,0.1041,0.1381,0.0983,0.0996,0.0351,0.043,0.0308,0.0677,0.0187,0.0278,0.0148,0.0142,0.0312,0.015,0.0091,0.0074,0.0046,0.0068,0.0049,0.0096,0.0119,0.0105,7e-04,0.0026,0.0051,0.018,0,0,0,0,0.0056,0.0214,0.0475,0.0254,0.0706,0.1041,0.1381,0.0983,0.0996,0.0351,0.043,0.0308,0.0677,0.0187,0.0278,0.0148,0.0142,0.0312,0.015,0.0091,0.0074,0.0046,0.0068,0.0049,0.0096,0.0119,0.0105,7e-04,0.0026,0.0051,0.018
2019,7,"TWL.W",2,0,2,-1,-1,16,140,35,0,0,0,0,0.0743,0.0779,0.0703,0.1062,0.073,0.0883,0.054,0.0743,0.0475,0.0401,0.0233,0.0166,0.0138,0.0139,0.0101,0.0165,0.0245,0.0122,0.0432,0,0.0122,0,0.0065,0.0065,0.0201,0.0122,0.0072,0,0,0,0.0551,0,0,0,0,0.0743,0.0779,0.0703,0.1062,0.073,0.0883,0.054,0.0743,0.0475,0.0401,0.0233,0.0166,0.0138,0.0139,0.0101,0.0165,0.0245,0.0122,0.0432,0,0.0122,0,0.0065,0.0065,0.0201,0.0122,0.0072,0,0,0,0.0551
2020,7,"TWL.W",2,0,2,-1,-1,8,46,14,0,0,0,0.0077,0,0,0.0154,0.0231,0.1056,0.0189,0.1989,0.1589,0.2173,0.0838,0.1158,0.0383,0,0.0077,0.0029,0,0,0,0,0,0,0,0,0,0.0029,0,0,0.0029,0,0,0,0,0,0,0.0077,0,0,0.0154,0.0231,0.1056,0.0189,0.1989,0.1589,0.2173,0.0838,0.1158,0.0383,0,0.0077,0.0029,0,0,0,0,0,0,0,0,0,0.0029,0,0,0.0029,0,0,0
2021,7,"TWL.W",2,0,2,-1,-1,14,144,34,0,0,0,0,0.0039,0.027,0.1815,0.3103,0.0922,0.0713,0.0983,0.0807,0.0356,0.0217,0.021,0.0015,0.0122,0.0019,8e-04,0.0011,0.0321,0.0022,8e-04,8e-04,0.0011,0.0019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039,0.027,0.1815,0.3103,0.0922,0.0713,0.0983,0.0807,0.0356,0.0217,0.021,0.0015,0.0122,0.0019,8e-04,0.0011,0.0321,0.0022,8e-04,8e-04,0.0011,0.0019,0,0,0,0,0,0,0,0,0
2022,7,"TWL.W",2,0,2,-1,-1,17,164,40,0,0,0,0,0,0,0.0026,0.0125,0.0779,0.0216,0.132,0.1394,0.0504,0.1033,0.1249,0.0304,0.0348,0.0576,0.0486,0.0166,0.052,0.0097,0.001,9e-04,0.0109,0.0014,0.0077,0.0072,4e-04,0.0015,0.0418,3e-04,0.0051,0,0.0079,0,0,0,0,0,0,0.0026,0.0125,0.0779,0.0216,0.132,0.1394,0.0504,0.1033,0.1249,0.0304,0.0348,0.0576,0.0486,0.0166,0.052,0.0097,0.001,9e-04,0.0109,0.0014,0.0077,0.0072,4e-04,0.0015,0.0418,3e-04,0.0051,0,0.0079


 Usexed only 
"year","month","fleet","sex","partition","ageErr","LbinLo","LbinHi","Ntows","Nsamps","InputN","U1","U2","U3","U4","U5","U6","U7","U8","U9","U10","U11","U12","U13","U14","U15","U16","U17","U18","U19","U20","U21","U22","U23","U24","U25","U26","U27","U28","U29","U30","U31","U32","U33","U34","U35","U.1","U.2","U.3","U.4","U.5","U.6","U.7","U.8","U.9","U.10","U.11","U.12","U.13","U.14","U.15","U.16","U.17","U.18","U.19","U.20","U.21","U.22","U.23","U.24","U.25","U.26","U.27","U.28","U.29","U.30","U.31","U.32","U.33","U.34","U.35"
2021,7,"NTWL.W",0,0,2,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,7,"TWL.W",0,0,2,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,"TWL.W",0,0,2,-1,-1,4,4,5,0,0,0,0,0.2544,0,0,0.3637,0.2526,0,0,0,0,0,0,0,0,0.1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2544,0,0,0.3637,0.2526,0,0,0,0,0,0,0,0,0.1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,7,"TWL.W",0,0,2,-1,-1,2,16,4,0,0,0,0,0,0,0,0.0634,0.0624,0,0.0624,0.0624,0.0624,0.1258,0,0,0,0.0624,0,0.0624,0,0,0.0624,0.0624,0,0,0,0,0,0.0624,0,0,0.0624,0,0.1871,0,0,0,0,0,0,0,0.0634,0.0624,0,0.0624,0.0624,0.0624,0.1258,0,0,0,0.0624,0,0.0624,0,0,0.0624,0.0624,0,0,0,0,0,0.0624,0,0,0.0624,0,0.1871
2016,7,"TWL.W",0,0,2,-1,-1,1,11,3,0,0,0,0,0,0,0,0,0.0909,0,0,0,0.0909,0,0.0909,0.0909,0,0,0,0.0909,0,0.0909,0.1818,0,0,0,0.0909,0,0,0,0,0,0.0909,0,0.0909,0,0,0,0,0,0,0,0,0.0909,0,0,0,0.0909,0,0.0909,0.0909,0,0,0,0.0909,0,0.0909,0.1818,0,0,0,0.0909,0,0,0,0,0,0.0909,0,0.0909
2017,7,"TWL.W",0,0,2,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,7,"TWL.W",0,0,2,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
