

 Females then males 
"year","month","fleet","sex","partition","Ntows","Nsamps","InputN","F12","F14","F16","F18","F20","F22","F24","F26","F28","F30","F32","F34","F36","F38","F40","F42","F44","F46","F48","F50","F52","F54","F56","F58","F60","F62","F64","F66","M12","M14","M16","M18","M20","M22","M24","M26","M28","M30","M32","M34","M36","M38","M40","M42","M44","M46","M48","M50","M52","M54","M56","M58","M60","M62","M64","M66"
1988,7,"NTWL",3,0,9,348,57,0,0,0,0,0,0,0,0,0,0,0,0.0089,0.0049,0.0023,0.0184,0.0246,0.026,0.0483,0.0663,0.0993,0.0689,0.0508,0.0032,0.0236,0.0151,0.0122,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.0136,0.0309,0.0109,0.0302,0.0621,0.0551,0.0388,0.0799,0.1222,0.0623,0.0122,0,0,0,0,0
1989,7,"NTWL",3,0,15,242,48,0,0,0,0,0,0,0,0,0,0,0.0046,0.0266,0.1274,0.0585,0.0582,0.065,0.0488,0.0675,0.0223,0.007,0.021,0,0.0022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016,0.0016,0.0172,0.043,0.0475,0.0761,0.0707,0.0594,0.043,0.0782,0.0446,0.0079,0,0,0,0,0,0,0,0
1990,7,"NTWL",3,0,4,103,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109,0.0109,0,0.0097,0.0387,0.029,0.0774,0.0967,0.0871,0.0871,0.029,0.0097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193,0.0399,0.0774,0.058,0.1644,0.1064,0.0484,0,0,0,0,0,0
1991,7,"NTWL",3,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5051,0,0.2526,0,0,0,0,0,0,0.2423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,7,"NTWL",3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5816,0,0,0,0,0.0493,0,0,0,0,0,0,0,0,0,0
1993,7,"NTWL",3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,7,"NTWL",3,0,1,37,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541,0,0.0811,0.1081,0.1351,0.0541,0.0811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541,0.027,0.0541,0.1081,0.027,0.027,0.0811,0.0541,0.027,0,0,0.027,0,0,0,0
1997,7,"NTWL",3,0,13,587,92,0,0,0,0,0,0,0,0,0.0014,0,0.0043,0.009,0.018,0.0509,0.0599,0.0707,0.0481,0.0351,0.0501,0.0299,0.0217,0.0227,0.0141,0.01,0.0028,0,0,0,0,0,0,0,0,0,0.0014,0.0014,0.0012,0.0085,0.006,0.0116,0.0444,0.0696,0.0792,0.0685,0.037,0.0403,0.0425,0.0436,0.0317,0.0394,0.011,0.007,0,0.007,0,0
1998,7,"NTWL",3,0,10,348,58,0,0,0,0,0,0,0,0,0,0,0,0.0241,0.0314,0.0826,0.0637,0.0622,0.0429,0.0134,0.0342,0.0036,0.0045,0.003,0.0124,0,0,0,0,0,0,0,0,0,0.0021,0,0,0,0.0017,0.0035,0.0148,0.0271,0.0502,0.0393,0.0674,0.0553,0.075,0.0624,0.0583,0.0812,0.0471,0.0236,0.0128,0,0,0,0,0
1999,7,"NTWL",3,0,7,204,35,0,0,0,0,0,0,0,0.0012,0,0.0016,0.0097,0.0125,0.0097,0.0225,0.0521,0.3873,0.0311,0.018,0.0067,0.0067,0.0051,0.009,0,0.0065,0,0.0065,0.0129,0,0,0,0,0,0,0,0,0.0012,0,0,0.0051,0.0175,0.0179,0.1749,0.0397,0.0378,0.0221,0.0263,0.0168,0.0053,0.0077,0.0028,0,0.0065,0.0065,0,0.0065,0.0065
2000,7,"NTWL",3,0,28,200,56,0,0,0,0,0,0,0,0.0099,0.0148,0.074,0.062,0.0345,0.074,0.0848,0.065,0.0506,0.0351,0.0296,0.0148,0.0102,0.0099,0,0,0,0.0049,0,0,0,0,0,0,0,0,0,0,0,0.0049,0.0247,0.0296,0.074,0.0697,0.0654,0.0453,0.046,0.0354,0.0102,0.0055,0.0099,0,0,0.0053,0,0,0,0,0
2001,7,"NTWL",3,0,30,193,57,0,0,0,0,0,0,0,0.0047,0.0285,0.0344,0.0598,0.0682,0.1104,0.0494,0.0839,0.0523,0.031,0.0415,0.0118,0.01,0.0169,0.0051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107,0.0203,0.0441,0.0506,0.0438,0.0332,0.0472,0.0355,0.0285,0.0516,0.0106,0,0,0,0.0102,0.0055,0,0,0,0
2002,7,"NTWL",3,0,4,30,8,0,0,0,0,0,0,0,0,0.0333,0.1,0.0333,0.0333,0.0333,0.1333,0,0.0333,0.0333,0,0.0667,0.0667,0,0,0.0333,0.0333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333,0.1333,0.0333,0.1333,0,0,0,0.0333,0,0,0,0,0,0,0,0,0,0
2003,7,"NTWL",3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,"NTWL",3,0,3,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456,0.0912,0.0456,0,0.091,0.1363,0,0.0454,0.0454,0.0907,0.0454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454,0,0.0456,0.0456,0.0454,0.0456,0.0907,0,0,0.0454,0,0,0,0,0,0
2006,7,"NTWL",3,0,1,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857,0.2571,0.1429,0.0286,0.0857,0.0286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571,0.0571,0.1429,0.1143,0,0,0,0,0,0,0
2007,7,"NTWL",3,0,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0.1667,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0
2010,7,"NTWL",3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0.3333,0,0,0,0,0,0
2013,7,"NTWL",3,0,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0
2017,7,"NTWL",3,0,134,567,212,0,0,0,0,0,0,0,0,0.0104,0.0455,0.0796,0.071,0.0916,0.0606,0.0284,0.0172,0.0265,0.0304,0.0365,0.0156,0.0095,0.015,0.0091,0.0112,0,0.0029,0,0,0,0,0,0,0,0,0,0.0029,0.0145,0.0281,0.0514,0.1197,0.0749,0.0331,0.0235,0.023,0.017,0.0139,0.0253,0.003,0.0044,0.0043,0,0,0,0,0,0
2018,7,"NTWL",3,0,132,505,202,0,0,0,0,0,0,0,0.0019,0.0034,0.0182,0.0364,0.0649,0.0854,0.069,0.062,0.0226,0.0192,0.0298,0.0452,0.0107,0.0244,0.0206,0.0365,0.003,0,0,0,0,0,0,0,0,0,0,0,0.0017,0.0017,0.0309,0.0274,0.065,0.0855,0.065,0.0267,0.0194,0.0378,0.0175,0.0408,0.0258,0,0.0015,0,0,0,0,0,0
2019,7,"NTWL",3,0,198,965,331,0,0,0,0,0,0,0,8e-04,0.0061,0.0153,0.0448,0.0882,0.091,0.0658,0.0485,0.0343,0.0187,0.0249,0.0173,0.017,0.0323,0.0223,0.0146,0.0016,9e-04,0,0,0,0,0,0,0,0,0,0.0021,0.0041,0.0299,0.0134,0.047,0.0791,0.0914,0.0709,0.037,0.0119,0.0113,0.019,0.0228,0.0109,0.0016,8e-04,0.0017,8e-04,0,0,0,0
2020,7,"NTWL",3,0,98,640,186,0,0,0,0,0,0,0.0024,0,0.0066,0.0217,0.0277,0.0401,0.0353,0.0488,0.0365,0.0432,0.0539,0.0465,0.0784,0.114,0.0448,0.0329,0.0221,5e-04,0,0.0021,0,0,0,0,0,0,0,0,0,0.0024,0.0054,0.0071,0.0335,0.0185,0.0309,0.0246,0.0213,0.0539,0.0417,0.039,0.0257,0.0325,0.0059,0,0,0,0,0,0,0
2021,7,"NTWL",3,0,161,930,289,0,0,0,0,0,0,0.0022,0.0013,0.0037,0.0101,0.0146,0.0351,0.0664,0.0975,0.0645,0.0496,0.062,0.081,0.0668,0.0469,0.0273,0.0177,0.0038,0.0011,0,0,0,4e-04,0,0,0,0,0,0,0,0.0013,4e-04,0.003,0.014,0.0242,0.0599,0.0411,0.0412,0.0217,0.0374,0.0391,0.0319,0.0183,0.0093,0.0041,4e-04,4e-04,0,0,4e-04,0
2022,7,"NTWL",3,0,55,185,81,0,0,0,0,0,0,0,0.0085,0.0039,0.0268,0.0773,0.0584,0.047,0.0646,0.0332,0.0448,0.026,0.0717,0.0326,0.045,0.0647,0.0439,0.0278,0.0282,0,0,0,0,0,0,0,0,0,0,0,0.0085,0.0085,0.0134,0.0121,0.0122,0.0173,0.0318,0.032,0.0203,0.0284,0.0123,0.0402,0.0508,0.0078,0,0,0,0,0,0,0
1968,7,"TWL",3,0,1,162,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0062,0.0247,0.0185,0.0494,0.0864,0.0679,0.0309,0.0185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0062,0,0.0247,0.0432,0.1049,0.0926,0.142,0.1481,0.0926,0.037,0.0062,0,0,0,0,0
1971,7,"TWL",3,0,2,345,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0052,0.0096,0.031,0.0546,0.0435,0.0649,0.0391,0.0251,0.0125,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0.0118,0.0214,0.076,0.1092,0.1594,0.1587,0.1269,0.0362,0.0066,0.0052,0,0,0,0
1972,7,"TWL",3,0,1,264,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076,0.0227,0.0189,0.0795,0.0795,0.0947,0.0379,0.0492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038,0.0076,0.0341,0.0985,0.1705,0.1023,0.125,0.053,0.0152,0,0,0,0,0
1973,7,"TWL",3,0,2,281,14,0,0,0,0,0,0,0,0,0,0,0,6e-04,0,0.0026,0.0013,0.0046,0.0171,0.0516,0.0984,0.0602,0.0941,0.0431,0.0342,0.0043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049,6e-04,0.001,0.0095,0.0174,0.073,0.1381,0.1714,0.1006,0.0575,0.0092,0.0046,0,0,0,0,0
1974,7,"TWL",3,0,4,370,28,0,0,0,0,0,0,0,0,0.0037,0,0.0037,0,0.008,0,0.0104,0.0075,5e-04,0.0171,0.045,0.1033,0.0943,0.0672,0.0193,0.0318,0.0042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037,5e-04,5e-04,0.0071,0.0095,0.0047,0.045,0.0893,0.1919,0.1193,0.0826,0.0178,0.008,0.0037,0,0,0,0
1975,7,"TWL",3,0,3,661,21,0,0,0,0,9e-04,0,0,0.0017,0.0088,0.0102,0.0185,0.0194,0.0752,0.0894,0.1268,0.1097,0.036,0.0094,0.0028,0,0.002,0.0017,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.0102,0.0071,0.0247,0.04,0.1002,0.1091,0.1139,0.0557,0.0116,0.0068,0.0014,0.0029,0,0,0,0,0,0,0,0
1976,7,"TWL",3,0,5,805,35,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,4e-04,0.0016,0.0064,0.0157,0.0142,0.0314,0.0389,0.0688,0.0578,0.0315,0.0152,0.0024,0.0034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,5e-04,0.0064,0.0208,0.0304,0.061,0.1632,0.2237,0.1657,0.0327,0.0077,0,0,0,0,0
1977,7,"TWL",3,0,35,1295,214,0,0,0,0,0,0,0,0,3e-04,0,2e-04,3e-04,9e-04,8e-04,0.0146,0.0086,0.0126,0.024,0.0357,0.0477,0.0426,0.0636,0.0264,0.0167,0.0026,0.0019,0,0,0,0,0,0,0,0,0,0,3e-04,3e-04,9e-04,9e-04,8e-04,0.0069,0.016,0.041,0.0617,0.1397,0.1249,0.185,0.076,0.0371,0.0071,0.0017,0,0,0,0
1978,7,"TWL",3,0,82,1775,327,0,0,0,0,0,0,0,0,0,1e-04,1e-04,0.0029,0.0025,0.0072,0.0059,0.0075,0.0211,0.0372,0.0441,0.0591,0.0709,0.0411,0.0542,0.0195,0.0147,0.0022,5e-04,0,0,0,0,0,0,0,0,0,0,0,0.0023,0,1e-04,0.0106,0.0071,0.0139,0.038,0.0917,0.1196,0.1685,0.0978,0.0357,0.0138,0.0097,0,4e-04,0,0
1979,7,"TWL",3,0,46,1569,263,0,0,0,0,0,0,0,0,0,0,0.0016,0.0019,0.0049,0.01,0.0121,0.0152,0.0337,0.042,0.0511,0.0412,0.0453,0.0342,0.0277,0.0184,0.003,2e-04,0,0.0014,0,0,0,0,0,0,0,0,0,0,0.0016,0.0032,0.0071,0.0177,0.0261,0.0522,0.084,0.1026,0.1141,0.1265,0.0785,0.0347,0.0033,0.0027,0,0,0,0.0018
1980,7,"TWL",3,0,136,2981,547,0,0,0,0,0,0,9e-04,0,0.0017,0.0069,0.0162,0.0136,0.01,0.0118,0.0143,0.02,0.0219,0.0313,0.0509,0.0606,0.0614,0.0534,0.0473,0.0192,0.0025,0.0012,4e-04,0,0,0,0,0,0,0,0,0,0,8e-04,0.0018,0.0091,0.0101,0.0173,0.0271,0.033,0.0536,0.0724,0.1104,0.1184,0.0683,0.0229,0.0069,0.0025,0,0,0,0
1981,7,"TWL",3,0,85,2560,438,0,0,0,0,0,0,0,0,0,0.0033,2e-04,0.0047,0.0039,0.0021,0.0294,0.0198,0.0401,0.0432,0.0437,0.065,0.0808,0.0452,0.0283,0.0189,0.0054,5e-04,0,0,0,0,0,0,0,0,0,0,0,1e-04,1e-04,0.0048,0.0069,0.0176,0.0391,0.0496,0.0587,0.0946,0.1215,0.0896,0.0555,0.0217,0.0041,0.0015,1e-04,0,0,0
1982,7,"TWL",3,0,123,3095,550,0,0,0,0,0,0,0,0,0,2e-04,0.0013,0.0034,0.0094,0.0052,0.0122,0.0286,0.0408,0.0382,0.0469,0.0488,0.0603,0.0518,0.0332,0.0143,0.0025,1e-04,0,0,0,0,0,0,0,0,0,0,0,9e-04,0.0022,0.0052,0.0078,0.016,0.0247,0.048,0.0783,0.0899,0.1208,0.124,0.0631,0.0168,0.0031,0.0019,0,0,0,0
1983,7,"TWL",3,0,172,4907,849,0,0,0,0,0,0,0,0,1e-04,0.001,0.0055,0.0034,0.0072,0.0142,0.0278,0.0316,0.0402,0.0409,0.0406,0.0459,0.0631,0.0515,0.0258,0.0124,0.004,8e-04,0,0,0,0,0,0,2e-04,0,0,0,1e-04,6e-04,0.0056,0.0104,0.0244,0.0227,0.0293,0.0576,0.0629,0.0832,0.1021,0.0992,0.0639,0.0161,0.0042,0.0015,0,0,0,0
1984,7,"TWL",3,0,120,3987,670,0,0,0,0,0,0,0,4e-04,0.002,0.0023,0.0057,0.0117,0.0167,0.0086,0.0176,0.0203,0.0334,0.0518,0.0503,0.0487,0.053,0.0377,0.0358,0.0175,0.002,6e-04,0,0,0,0,0,0,0,0,2e-04,3e-04,0.001,0.0036,0.0056,0.0043,0.014,0.0181,0.0267,0.0355,0.0698,0.0911,0.1104,0.1068,0.0711,0.0212,0.0036,4e-04,0,0,0,0
1985,7,"TWL",3,0,140,4087,704,0,0,0,0,0,0,0,0,0,0.0022,0.0043,0.0029,0.0151,0.0175,0.023,0.0253,0.0369,0.0409,0.0501,0.0646,0.0544,0.0486,0.0319,0.0162,0.006,4e-04,0,0,0,0,0,0,0,0,0,0,0,0.0023,0.0045,0.0068,0.0137,0.021,0.0325,0.0486,0.0682,0.0966,0.0908,0.0992,0.0521,0.0187,0.0041,6e-04,0,0,0,0
1986,7,"TWL",3,0,89,3587,584,0,0,0,0,0,0,0,0,0,0.0031,9e-04,0.0047,0.0125,0.0288,0.039,0.0412,0.0412,0.0476,0.0481,0.0575,0.0535,0.031,0.0257,0.0123,0.0025,5e-04,0,0,0,0,0,0,0,0,0,0.0015,0,0.0021,0.0011,0.0021,0.0131,0.0281,0.0637,0.0806,0.0865,0.0768,0.0908,0.0536,0.0288,0.0139,0.0058,9e-04,2e-04,0,0,0
1987,7,"TWL",3,0,120,3356,583,0,0,0,0,0,0,0,0,0,0,0.004,0.0057,0.0151,0.0086,0.0172,0.0316,0.0397,0.0427,0.0655,0.0723,0.056,0.0472,0.0316,0.0146,0.007,2e-04,0,0,0,0,0,0,0,0,0,0,0.001,0,0.0032,0.0187,0.0138,0.0198,0.0285,0.0572,0.0939,0.0856,0.096,0.0602,0.0443,0.0151,0.0034,2e-04,0,0,0,0
1988,7,"TWL",3,0,94,2370,421,0,0,0,0,0,0,0,0.0014,0.0014,0.0043,0.0112,0.016,0.0163,0.0229,0.0261,0.0256,0.0272,0.0532,0.0598,0.0529,0.0591,0.0448,0.0254,0.0146,0.0088,0.0017,2e-04,0,0,0,0,0,0,0,0,0,0,0.0028,0.006,0.0097,0.0273,0.0321,0.0351,0.0561,0.079,0.0721,0.0856,0.0598,0.0376,0.0192,0.0022,0.0028,0,0,0,0
1989,7,"TWL",3,0,86,2277,400,0,0,0,0,0,0,0,0,0,0.005,0.0079,0.004,0.0144,0.0167,0.0296,0.0265,0.0348,0.0574,0.0551,0.0478,0.0478,0.0412,0.022,0.0124,0.0032,0.0014,0,0,0,0,0,0,0,0,0,0,2e-04,0.0054,0.0118,0.0134,0.0206,0.029,0.0422,0.0566,0.0733,0.0939,0.0941,0.0686,0.0453,0.0135,0.0043,3e-04,1e-04,0,0,0
1990,7,"TWL",3,0,83,2267,396,0,0,0,0,0,0,0,0,0,9e-04,0.0016,0.0051,0.0084,0.0129,0.0251,0.0312,0.0371,0.0437,0.0598,0.0734,0.0584,0.0473,0.0296,0.0133,0.0044,3e-04,0,0,0,0,0,0,0,0,0,0,7e-04,2e-04,0.0056,0.0107,0.017,0.026,0.0371,0.0502,0.0916,0.1074,0.0998,0.0578,0.0262,0.0133,0.0034,0,5e-04,0,0,0
1991,7,"TWL",3,0,74,2140,369,0,0,0,0,0,0,0,6e-04,0,1e-04,0.0033,0.008,0.0164,0.0218,0.0219,0.0234,0.0466,0.0598,0.0461,0.0559,0.0556,0.0357,0.0235,0.012,0.0023,9e-04,0,0,0,0,0,0,0,0,0,1e-04,0.0012,0.0031,0.0048,0.0082,0.0153,0.0231,0.0351,0.0494,0.0928,0.1003,0.0977,0.0704,0.0485,0.0111,0.0043,6e-04,0,0,0,0
1992,7,"TWL",3,0,74,2549,426,0,0,0,0,0,0,0,3e-04,0,0.0014,0.0022,0.0062,0.0091,0.0168,0.0332,0.0361,0.0363,0.041,0.0478,0.055,0.0545,0.0578,0.0234,0.0151,0.0041,7e-04,0,0,0,0,0,0,0,0,0,0,2e-04,2e-04,0.0048,0.0092,0.0161,0.0292,0.0485,0.0585,0.077,0.0895,0.0937,0.0677,0.0477,0.0132,0.003,5e-04,0,0,0,0
1993,7,"TWL",3,0,52,2009,329,0,0,0,0,0,0,0,0,0,0,0.0017,0.0024,0.0099,0.0148,0.024,0.0445,0.052,0.0545,0.0692,0.0742,0.0627,0.0533,0.0173,0.0104,0.0055,0.0028,0,0,0,0,0,0,0,0,0,0,0.0018,0,0.0064,0.0047,0.017,0.0283,0.0589,0.0672,0.095,0.0792,0.0635,0.0465,0.0227,0.0072,0.0023,0,0,0,0,0
1994,7,"TWL",3,0,40,1587,259,0,0,0,0,0,0,0,0,8e-04,8e-04,0.0068,0.0072,0.0162,0.0211,0.0315,0.0467,0.0648,0.0643,0.0516,0.0566,0.0383,0.0261,0.0163,0.0031,0.0016,3e-04,0.001,0,0,0,0,0,0,0,0,0,1e-04,0.0013,0.0083,0.0096,0.0166,0.0434,0.0502,0.0936,0.0877,0.0876,0.0676,0.0411,0.0222,0.0144,0.0012,0,0,0,0,0
1995,7,"TWL",3,0,49,2160,346,0,0,0,0,0,0,0,0,6e-04,0.0015,0.0047,0.0251,0.0258,0.0413,0.0446,0.0477,0.051,0.0712,0.0598,0.0465,0.0285,0.0144,0.007,0.0023,2e-04,0,1e-04,0.0012,0,0,0,0,0,0,3e-04,3e-04,7e-04,0.0033,0.0126,0.0267,0.0532,0.0548,0.0749,0.0803,0.088,0.057,0.0363,0.0247,0.0087,0.0032,4e-04,0.0012,0,0,0,0
1996,7,"TWL",3,0,46,2130,325,0,0,0,0,0,0,0,4e-04,0.005,0.0013,0.0038,0.0087,0.0405,0.0504,0.0384,0.0411,0.0428,0.0409,0.0466,0.0461,0.0304,0.0196,0.0141,0.0029,0.0018,0,2e-04,0,0,0,0,0,0,0,1e-04,5e-04,3e-04,0.0096,0.009,0.054,0.06,0.0661,0.0485,0.077,0.0651,0.0482,0.0471,0.0517,0.0186,0.0077,3e-04,9e-04,2e-04,0,0,0
1997,7,"TWL",3,0,52,2508,367,0,0,0,0,0,0,0,0,0,0.0037,0.0059,0.0051,0.0086,0.0135,0.029,0.0368,0.0648,0.0594,0.0628,0.0665,0.0388,0.0187,0.0155,0.0059,0.0017,0.0038,0.0028,0,0,0,0,0,0,0,0,1e-04,9e-04,0.0013,0.0018,0.0111,0.0146,0.0374,0.0759,0.0917,0.1068,0.0832,0.0717,0.0384,0.0155,0.004,0.0022,0,1e-04,0,0,0
1998,7,"TWL",3,0,62,2521,410,0,0,0,0,0,0,0,0,0,0.0013,0.002,0.0092,0.0199,0.0376,0.0481,0.0471,0.0647,0.0648,0.0538,0.05,0.0395,0.0305,0.0064,0.0038,3e-04,8e-04,0,0,0,0,0,0,0,0,0,2e-04,4e-04,0.0015,0.0034,0.0062,0.0324,0.041,0.0603,0.0898,0.0875,0.0861,0.0555,0.0337,0.0153,0.0061,6e-04,0,0,0,0,0
1999,7,"TWL",3,0,59,2563,413,0,0,0,0,0,0,0,4e-04,0.003,6e-04,0.0019,0.0117,0.0104,0.0401,0.0532,0.0606,0.0804,0.0583,0.055,0.0449,0.0349,0.0196,0.0104,0.0031,3e-04,0,0,0,0,0,0,0,0,1e-04,2e-04,1e-04,3e-04,0.0043,0.0025,0.0184,0.0394,0.0511,0.0817,0.0716,0.0904,0.0637,0.0485,0.0223,0.0121,0.0037,6e-04,4e-04,0,0,0,0
2000,7,"TWL",3,0,30,805,141,0,0,0,0,0,0,0.0034,0,0,0.0253,0.0103,0.0245,0.0395,0.0517,0.0386,0.0433,0.0562,0.0404,0.0731,0.0222,0.0119,0.0124,0.0051,0.0056,7e-04,0,0,0,0,0,0,0,0,0,0,0,0.0016,0,0.0416,0.0309,0.0491,0.0715,0.0621,0.08,0.0944,0.0565,0.0288,0.0143,0.0023,0.0018,7e-04,0,0,0,0,0
2001,7,"TWL",3,0,50,1293,228,0,0,0,0,0,0,0,0,0,4e-04,0.0025,0.0095,0.0274,0.0316,0.0373,0.0566,0.0498,0.0671,0.065,0.0486,0.0273,0.0176,0.0162,0.0045,0.0018,4e-04,0,0,0,0,0,0,0,0,0,0,0,8e-04,0.0032,0.0115,0.0258,0.0461,0.0789,0.0814,0.1037,0.0771,0.0518,0.037,0.0093,0.0075,4e-04,0.0018,0,0,0,0
